rfm,SDv,meanF,meanM,meanA,varF,varM,varT,varA,meanF_FIX,meanM_FIX,meanF_FIXshared,meanM_FIXshared,meanF_FIXspec,meanM_FIXspec,meanF_SEGshared,meanM_SEGshared,meanF_SEGspec,meanM_SEGspec,varF_shared,varM_shared,varF_spec,varM_spec,varF_C,varM_C,varA_C
0.3,0.4515975084966346,2.144880765975395,1.1198789022649018,1.6323798341201483,1.3775792945212977,3.27535409353025,2.5891238991782695,2.3264666940257737,1.870928265542533,-0.28814559516484106,-1.4946854232447637,-1.4946854232447617,3.3656136887872954,1.2065398280799204,0.24099231233523544,0.24099231233523544,0.032960188097626145,1.1670321850945076,1.268334633317242,1.268334633317242,0.10924466120405563,2.007019460213008,,,
0.3,0.719842582348971,1.2600996012816523,-0.016757016152315174,0.6216712925646686,2.048382415081727,2.481383570564349,2.6724736981942665,2.264882992823038,1.6192076388180887,-0.09531346752209524,5.208773165047788,5.2087731650477895,-3.5895655262297,-5.304086632569884,0.17426193545929575,0.17426193545929575,-0.5333699729957323,-0.09570548408951571,0.44698230411765116,0.44698230411765116,1.6014001109640756,2.0344012664466984,,,
0.3,13.660699583171827,4.240193169677003,1.192800448918831,2.716496809297917,0.48456802279399797,0.8750305884618643,3.001449904260404,0.6797993056279311,4.321532608738323,0.9991133882412639,-9.962009042293108,-9.9620090422931,14.28354165103143,10.961122430534367,-0.005363679112138563,-0.005363679112138562,-0.07597575994918186,0.19905073978970575,0.014370142282186766,0.01437014228218676,0.4701978805118112,0.8606604461796775,,,
0.3,0.6587228075679831,-0.6171544975774341,1.373609472592126,0.3782274875073459,1.7090148309615494,10.323779071964662,7.007182247694423,6.016396951463106,-0.3266212990909918,-0.6638250034837943,1.7830805621639123,1.783080562163915,-2.1097018612549046,-2.4469055656477092,0.12863296836669819,0.12863296836669819,-0.4191661668531405,1.9088015077092224,0.6295984730565842,0.6295984730565842,1.0794163579049652,9.69418059890808,,,
0.3,0.06317209695674307,1.7271768199715174,1.9475230304291626,1.83734992520034,1.1621364649072286,0.37500220680113827,0.7807074489699446,0.7685693358541834,-5.058233560955834,2.0623833178323343,10.280848200175276,10.280848200175278,-15.339081761131109,-8.218464882342941,-0.1211718812792364,-0.11668977345604961,6.906582262206588,0.0018294860528779067,0.33533618386858105,0.3253015832445143,0.8268002810386476,0.049700623556623996,,,
0.3,0.15188331547933823,0.08171814964523788,-0.312932368194187,-0.11560710927447457,1.624233400290458,0.42666035749739323,1.064384136701657,1.0254468788939255,-0.04504015239924475,-0.4261845005984326,4.160971904068898,4.160971904068901,-4.206012056468145,-4.587156404667334,0.10298719299943276,0.09494518469946353,0.02377110904504988,0.018306947704782046,0.37451224458218646,0.3422076327825479,1.2497211557082715,0.08445272471484533,,,
0.3,0.42419046801687593,-0.07133180777762452,-1.3388744464432474,-0.705103127110436,5.653592038560437,1.9216004328514864,4.189262320914814,3.787596235705962,-0.1171875675558915,-1.4351235338551689,12.959494261313425,12.959494261313427,-13.076681828869319,-14.394617795168596,0.29323303015244373,0.29323303015244373,-0.24737727037417667,-0.19698394274052217,0.602978538748517,0.6029785387485169,5.050613499811921,1.3186218941029695,,,
0.3,0.7348366133161618,0.7274553507231343,-1.6121110084168127,-0.4423278288468392,2.5203170404978184,12.377054634915119,8.817078524911306,7.448685837706469,1.8770050065786814,-1.695268437557168,4.998214442483255,4.998214442483258,-3.1212094359045746,-6.693482880040426,-1.149549655855547,-1.1399607821798132,-1.7035686398443927e-17,1.2231182113201684,2.5203170404978184,2.566244316433222,1.9215254813702583e-31,9.810810318481897,,,
0.3,0.7510343320963595,1.7325954366583192,0.20027732534937992,0.9664363810038495,2.0332982710342717,4.219398679635837,3.7133481738964034,3.1263484753350546,1.2250885088068653,-0.5368033871417126,13.877868615524566,13.877868615524568,-12.6527801067177,-14.414672002666283,0.5455947452915944,0.5455947452915942,-0.03808781744014048,0.19148596719949817,1.720556745710496,1.7205567457104958,0.3127415253237755,2.498841933925341,,,
0.3,0.27900715999117104,-0.34492042407311785,-1.2950295054940828,-0.8199749647836003,5.8923310511014,0.5785127192975767,3.461098701849136,3.2354218851994885,-1.7490957017824376,-1.3255737290939154,-3.6993501173047196,-3.699350117304715,1.9502544155222812,2.373776388210801,0.044042994663613305,0.044042994663613305,1.3601322830457065,-0.013498771063780644,0.15616934158367685,0.15616934158367685,5.736161709517723,0.42234337771389996,,,
