rfm,SDv,meanF,meanM,meanA,varF,varM,varT,varA,meanF_FIX,meanM_FIX,meanF_FIXshared,meanM_FIXshared,meanF_FIXspec,meanM_FIXspec,meanF_SEGshared,meanM_SEGshared,meanF_SEGspec,meanM_SEGspec,varF_shared,varM_shared,varF_spec,varM_spec,varF_C,varM_C,varA_C
0.15,2.6991801128175656,3.496684364491319,-0.9751235688055238,1.2607803978428977,12.359279101254408,2.4578519241530774,12.407832060777888,7.408565512703743,0.10049034082204678,-0.8382898899128148,6.782286972263069,6.78228697226307,-6.681796631441023,-7.620576862175884,0.2221734112254017,0.2221734112254017,3.1740206124438703,-0.35900709011811066,0.3370102347613068,0.3370102347613068,12.0222688664931,2.1208416893917708,,,
0.15,0.7167658349019526,1.4671033258475643,-0.7835270614959136,0.3417881321758254,1.303846959883085,12.830011854125742,8.333263692112876,7.066929407004413,1.4853018123369905,-2.9511681410841164,0.0,0.0,1.4853018123369905,-2.9511681410841164,-0.05629788453068663,-0.05629788453068663,0.03809939804126043,2.2239389641188896,0.19650601176309257,0.19650601176309257,1.1073409481199925,12.633505842362647,,,
0.15,1.8059655399067776,2.7711913325258446,-1.986019591154486,0.3925858706856793,8.20999014314759,16.852555340111152,18.189036684725238,12.53127274162937,3.8326902926879427,-0.26920871873767727,-0.5679589290024212,-0.5679589290024212,4.400649221690364,0.29875021026474524,0.10656182262664814,0.10656182262664814,-1.168060782788746,-1.8233726950434568,0.45557702566418046,0.45557702566418035,7.754413117483409,16.396978314446976,,,
0.15,1.7653040546201588,1.130589475551308,-3.2312454969900495,-1.0503280107193707,16.50755611038962,5.047479070513923,15.533918672372987,10.77751759045177,1.7111387301127998,-3.7249012005567774,0.0,0.0,1.7111387301127998,-3.7249012005567774,0.10628150657610519,0.10628150657610519,-0.686830761137597,0.3873741969906226,0.38838746772093463,0.38838746772093463,16.119168642668686,4.659091602792988,,,
0.15,0.08539493780330995,3.189511936011186,1.95018451725579,2.569848226633488,25.571884323081612,10.400552999653696,18.370201774087384,17.986218661367655,1.1539063495317632,0.989960494353389,-0.7164569056859609,-0.7164569056859595,1.8703632552177227,1.7064174000393506,1.6893397299852677,1.6893397299852677,0.3462658564941551,-0.729115707082867,3.350430083550381,3.350430083550381,22.221454239531234,7.050122916103315,,,
0.15,2.7488356356076435,2.889888822818092,-0.827843779438996,1.0310225216895479,5.831586252287292,4.224687595931915,8.483520849580916,5.028136924109603,3.46105245318936,-1.6655564222946375,-4.095053891792205,-4.095053891792205,7.556106344981566,2.4294974694975666,-0.45355541297615926,-0.45355541297615914,-0.11760821739510849,1.2912680558318004,2.451522859898231,2.45152285989823,3.3800633923890593,1.7731647360336837,,,
0.15,0.5209163857715546,0.69556981842593,-1.4796540564311584,-0.3920421190026142,9.171434146554127,8.9949988181458,10.266116208787036,9.083216482349965,-0.7627105282217364,-1.613459268721233,-0.8017042072017504,-0.8017042072017495,0.038993678980014,-0.8117550615194826,0.5993935442883023,0.5993935442883022,0.8588868023593641,-0.46558833199822747,3.6873120399037442,3.6873120399037433,5.484122106650385,5.307686778242058,,,
0.15,4.492118383198592,1.2277333936586765,-3.159963601102603,-0.9661151037219633,2.8963665211452514,5.675029339324949,9.098669159694392,4.2856979302351,3.2028828410654877,-1.6153447471969953,0.5717582230533491,0.5717582230533491,2.6311246180121386,-2.1871029702503444,-0.5529096404426292,-0.5529096404426291,-1.422239806964182,-0.991709213462979,1.5163341429692077,1.5163341429692068,1.3800323781760433,4.158695196355741,,,
0.15,8.09166472026661,2.652860948247495,-3.0285088156991335,-0.18782393372581918,5.217176790522445,2.760890282750916,12.058524135308424,3.9890335366366805,4.586302169714398,-3.7458214932128984,5.6783849029665285,5.678384902966529,-1.0920827332521288,-9.424206396179425,0.1833636566991596,0.1999789858547161,-2.1168048781660627,0.5173336916590485,0.6996165662388444,0.6303796777743425,4.517560224283602,2.130510604976573,,,
0.15,2.2155498115911274,0.2736335211788355,-2.0606521506168614,-0.893509314719013,1.4548669219425756,3.463892738792331,3.821602229755125,2.4593798303674532,-0.259788571680766,-1.2796400911294854,-1.5289913150579153,-1.5289913150579126,1.269202743377151,0.24935122392842723,-0.03090656610202082,-0.03090656610202082,0.5643286589616223,-0.750105493385355,0.325711135956933,0.325711135956933,1.1291557859856427,3.138181602835398,,,
